gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
HORVU.RGT_PLANET.PROJ.2HG00182990	transcript15483	0.00	0.00	0.00	0.55	0.22	0.00
HORVU.RGT_PLANET.PROJ.2HG00183020	transcript15488	0.00	0.05	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183050	transcript15490	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183070	transcript15492	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183090	transcript15493	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183140	transcript15498	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183150	transcript15499	0.00	0.12	0.00	0.00	0.00	0.09
HORVU.RGT_PLANET.PROJ.2HG00183160	transcript15500	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183180	transcript15501	2.17	2.07	2.47	1.49	1.47	2.28
HORVU.RGT_PLANET.PROJ.2HG00183230	transcript15503	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183280	transcript15507	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183290	transcript15508	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183300	transcript15509	0.04	0.00	0.00	0.06	0.29	0.10
HORVU.RGT_PLANET.PROJ.2HG00183320	transcript15511	0.00	0.00	0.05	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183370	transcript15516	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183400	transcript15518	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183490	transcript15527	0.00	0.00	0.04	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183500	transcript15528	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183510	transcript15529	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183520	transcript15530	0.00	0.03	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183530	transcript15532	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183550	transcript15534	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183580	transcript15536	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183610	transcript15538	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183640	transcript15542	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183690	transcript15546	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183740	transcript15552	1.11	0.40	0.86	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183750	transcript15553	0.00	0.00	0.00	0.19	0.08	0.52
HORVU.RGT_PLANET.PROJ.2HG00183770	transcript15557	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183810	transcript15560	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183830	transcript15562	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183860	transcript15564	0.18	0.04	0.33	0.48	0.50	0.28
HORVU.RGT_PLANET.PROJ.2HG00183870	transcript15565	0.21	0.16	0.04	0.15	0.25	0.24
HORVU.RGT_PLANET.PROJ.2HG00183880	transcript15566	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183910	transcript15571	0.00	0.00	0.00	0.00	0.03	0.00
HORVU.RGT_PLANET.PROJ.2HG00183940	transcript15572	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183950	transcript15573	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00183980	transcript15576	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184000	transcript15577	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184010	transcript15578	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184020	transcript15579	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184030	transcript15580	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184040	transcript15581	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184050	transcript15582	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184060	transcript15583	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184070	transcript15584	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184080	transcript15585	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184090	transcript15586	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184100	transcript15587	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184110	transcript15588	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184120	transcript15589	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184130	transcript15590	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184140	transcript15591	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184150	transcript15592	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184160	transcript15593	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184170	transcript15594	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184180	transcript15595	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184190	transcript15596	0.04	0.00	0.00	0.00	0.04	0.00
HORVU.RGT_PLANET.PROJ.2HG00184200	transcript15597	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184220	transcript15599	0.02	0.00	0.02	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184260	transcript15603	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184270	transcript15604	0.08	0.00	0.00	0.16	0.00	0.25
HORVU.RGT_PLANET.PROJ.2HG00184310	transcript15607	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184410	transcript15613	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184490	transcript15621	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184540	transcript15626	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184550	transcript15627	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184560	transcript15628,transcript15629	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184610	transcript15633	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184630	transcript15635	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184650	transcript15637	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184700	transcript15638	0.12	0.00	0.24	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184760	transcript15643	0.02	0.12	0.00	0.10	0.15	0.21
HORVU.RGT_PLANET.PROJ.2HG00184800	transcript15648	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184820	transcript15650	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184840	transcript15652	0.37	0.00	0.00	0.00	0.00	0.12
HORVU.RGT_PLANET.PROJ.2HG00184890	transcript15654	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184910	transcript15656	0.05	0.06	0.31	0.05	0.00	0.05
HORVU.RGT_PLANET.PROJ.2HG00184920	transcript15657	1.82	2.55	2.13	1.07	1.49	1.38
HORVU.RGT_PLANET.PROJ.2HG00184930	transcript15658	0.85	0.19	0.17	0.29	0.11	0.30
HORVU.RGT_PLANET.PROJ.2HG00184940	transcript15659	0.28	0.18	0.21	0.25	0.14	0.20
HORVU.RGT_PLANET.PROJ.2HG00184950	transcript15660	0.05	0.00	0.05	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00184980	transcript15664	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185010	transcript15667	0.00	0.00	0.00	0.09	0.00	0.13
HORVU.RGT_PLANET.PROJ.2HG00185030	transcript15668	0.52	0.44	1.30	0.86	0.13	0.64
HORVU.RGT_PLANET.PROJ.2HG00185070	transcript15669	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185080	transcript15670	0.00	0.00	0.00	0.18	0.14	0.09
HORVU.RGT_PLANET.PROJ.2HG00185100	transcript15672	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185110	transcript15673	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185140	transcript15674	2.34	1.41	1.15	0.36	0.38	0.61
HORVU.RGT_PLANET.PROJ.2HG00185220	transcript15680	1.40	1.35	2.23	0.65	0.99	1.17
HORVU.RGT_PLANET.PROJ.2HG00185310	transcript15690	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185330	transcript15691	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185350	transcript15692	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185360	transcript15693	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185370	transcript15694	0.00	1.05	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185380	transcript15695	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185390	transcript15696	0.93	4.20	0.93	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185410	transcript15698	2.34	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185420	transcript15699	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185500	transcript15706	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185510	transcript15707	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185530	transcript15709	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185650	transcript15715	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185660	transcript15716	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185670	transcript15717	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185680	transcript15718	0.00	0.00	0.00	0.03	0.11	0.00
HORVU.RGT_PLANET.PROJ.2HG00185710	transcript15720	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185760	transcript15723	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185790	transcript15726	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185830	transcript15729	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185840	transcript15730	4.60	0.00	4.60	3.13	12.51	1.71
HORVU.RGT_PLANET.PROJ.2HG00185870	transcript15733	0.36	0.00	0.24	0.00	0.24	0.00
HORVU.RGT_PLANET.PROJ.2HG00185910	transcript15736	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185930	transcript15738	0.00	0.00	0.21	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185970	transcript15741	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00185980	transcript15742	0.00	0.00	0.00	0.02	0.10	0.08
HORVU.RGT_PLANET.PROJ.2HG00185990	transcript15743	2.83	2.54	4.96	0.43	0.62	0.44
HORVU.RGT_PLANET.PROJ.2HG00186010	transcript15745	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186020	transcript15746	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186030	transcript15747	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186040	transcript15748	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186220	transcript15763	0.28	0.24	0.32	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186240	transcript15764	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186250	transcript15765	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186280	transcript15768	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186290	transcript15769	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186410	transcript15784	0.41	0.40	0.60	0.24	0.00	0.19
HORVU.RGT_PLANET.PROJ.2HG00186420	transcript15786	0.00	0.00	0.09	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186430	transcript15787	2.62	1.15	1.44	0.21	0.48	0.08
HORVU.RGT_PLANET.PROJ.2HG00186460	transcript15789	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186470	transcript15790	1.11	1.21	0.66	0.30	0.18	0.69
HORVU.RGT_PLANET.PROJ.2HG00186480	transcript15791	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186530	transcript15797	2.44	2.10	3.75	1.70	0.88	1.77
HORVU.RGT_PLANET.PROJ.2HG00186570	transcript15803	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186580	transcript15804	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186640	transcript15810	0.00	0.00	0.06	0.38	0.28	0.27
HORVU.RGT_PLANET.PROJ.2HG00186670	transcript15814	0.32	0.22	0.06	0.00	0.13	0.12
HORVU.RGT_PLANET.PROJ.2HG00186680	transcript15815	0.03	0.04	0.21	0.02	0.01	0.02
HORVU.RGT_PLANET.PROJ.2HG00186690	transcript15816	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186710	transcript15819	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186760	transcript15825	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186770	transcript15826	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186840	transcript15835	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186850	transcript15836	0.55	0.41	0.23	0.06	0.00	0.03
HORVU.RGT_PLANET.PROJ.2HG00186860	transcript15837	0.42	1.11	4.53	0.02	0.02	0.27
HORVU.RGT_PLANET.PROJ.2HG00186870	transcript15838	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186900	transcript15840	0.35	0.10	0.44	0.08	0.18	0.00
HORVU.RGT_PLANET.PROJ.2HG00186920	transcript15841	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186930	transcript15844	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186940	transcript15845	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00186990	transcript15848	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187040	transcript15853	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187050	transcript15854	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187060	transcript15855	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187070	transcript15856	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187100	transcript15857	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187130	transcript15861	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187140	transcript15862	0.00	0.66	0.03	0.03	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187160	transcript15863	0.33	0.19	1.15	0.52	0.70	0.78
HORVU.RGT_PLANET.PROJ.2HG00187200	transcript15867	0.10	0.28	0.07	0.36	0.55	1.90
HORVU.RGT_PLANET.PROJ.2HG00187250	transcript15871	0.53	1.87	1.17	0.09	0.18	0.03
HORVU.RGT_PLANET.PROJ.2HG00187270	transcript15872	0.06	0.14	0.19	0.06	0.00	0.12
HORVU.RGT_PLANET.PROJ.2HG00187290	transcript15874	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187340	transcript15878	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187350	transcript15879	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187360	transcript15880	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187430	transcript15883	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187450	transcript15887	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187470	transcript15888	0.00	0.09	0.02	0.00	0.06	0.00
HORVU.RGT_PLANET.PROJ.2HG00187500	transcript15891	0.07	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187520	transcript15894	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187540	transcript15895	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187550	transcript15896	0.03	0.14	0.09	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187580	transcript15899	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187600	transcript15901	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187630	transcript15904	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187650	transcript15906	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187670	transcript15908	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187680	transcript15909	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187690	transcript15911	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187700	transcript15912	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187710	transcript15913	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187810	transcript15921	1.64	1.26	2.42	0.25	0.19	0.29
HORVU.RGT_PLANET.PROJ.2HG00187880	transcript15930	0.22	0.25	0.29	0.06	0.03	0.12
HORVU.RGT_PLANET.PROJ.2HG00187910	transcript15934	0.03	0.06	0.14	0.13	0.08	0.11
HORVU.RGT_PLANET.PROJ.2HG00187970	transcript15936	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00187990	transcript15939	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188020	transcript15942	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188060	transcript15945	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188070	transcript15946	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188100	transcript15948	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188110	transcript15950	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188130	transcript15953	0.00	0.10	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188150	transcript15955	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188160	transcript15956	0.13	0.12	0.03	0.00	0.00	0.03
HORVU.RGT_PLANET.PROJ.2HG00188210	transcript15961	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188240	transcript15962	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188270	transcript15964	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188310	transcript15967	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188350	transcript15970	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188380	transcript15973	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188390	transcript15976	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188430	transcript15981	0.38	0.10	0.32	0.14	0.16	0.09
HORVU.RGT_PLANET.PROJ.2HG00188440	transcript15982	2.58	0.71	0.88	0.86	0.78	0.80
HORVU.RGT_PLANET.PROJ.2HG00188460	transcript15983	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188540	transcript15990	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188550	transcript15991	1.57	0.80	1.20	0.59	0.32	0.50
HORVU.RGT_PLANET.PROJ.2HG00188560	transcript15992	0.00	0.00	0.31	0.06	0.00	0.06
HORVU.RGT_PLANET.PROJ.2HG00188570	transcript15993	0.69	0.75	1.17	0.51	0.93	0.63
HORVU.RGT_PLANET.PROJ.2HG00188580	transcript15994	0.00	0.00	0.00	0.00	0.02	0.04
HORVU.RGT_PLANET.PROJ.2HG00188720	transcript16005	0.30	0.31	0.65	0.35	0.16	0.13
HORVU.RGT_PLANET.PROJ.2HG00188730	transcript16006	0.25	0.14	0.07	0.12	0.07	0.28
HORVU.RGT_PLANET.PROJ.2HG00188740	transcript16007	0.06	0.07	0.08	0.07	0.04	0.13
HORVU.RGT_PLANET.PROJ.2HG00188750	transcript16008	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188790	transcript16014	0.26	0.88	0.00	0.00	0.80	0.26
HORVU.RGT_PLANET.PROJ.2HG00188820	transcript16016	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188830	transcript16017	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188840	transcript16018	0.00	0.00	0.00	0.00	0.42	0.14
HORVU.RGT_PLANET.PROJ.2HG00188850	transcript16019	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188860	transcript16020	0.00	0.00	0.00	0.02	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188870	transcript16021	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188880	transcript16022	0.23	0.00	0.00	0.43	0.00	0.45
HORVU.RGT_PLANET.PROJ.2HG00188890	transcript16023	0.00	0.05	0.00	0.00	0.05	0.00
HORVU.RGT_PLANET.PROJ.2HG00188900	transcript16024	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188920	transcript16026	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188930	transcript16027	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00188940	transcript16028	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189010	transcript16034	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189040	transcript16037	1.15	2.80	1.79	0.10	0.10	0.17
HORVU.RGT_PLANET.PROJ.2HG00189060	transcript16038	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189070	transcript16039	1.30	0.62	0.76	1.13	0.54	0.21
HORVU.RGT_PLANET.PROJ.2HG00189090	transcript16040	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189170	transcript16045	0.04	0.08	0.07	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189180	transcript16046	0.00	0.00	0.00	0.13	0.05	0.00
HORVU.RGT_PLANET.PROJ.2HG00189190	transcript16048	1.58	1.57	2.34	1.20	0.64	1.20
HORVU.RGT_PLANET.PROJ.2HG00189250	transcript16051	0.00	0.00	0.00	0.07	0.03	0.10
HORVU.RGT_PLANET.PROJ.2HG00189290	transcript16055	0.96	0.82	1.07	1.07	1.52	1.19
HORVU.RGT_PLANET.PROJ.2HG00189310	transcript16057	0.00	0.00	0.03	0.00	0.00	0.07
HORVU.RGT_PLANET.PROJ.2HG00189450	transcript16072	1.03	2.41	2.23	0.91	0.70	0.06
HORVU.RGT_PLANET.PROJ.2HG00189460	transcript16073	0.45	0.43	0.56	0.06	0.29	0.23
HORVU.RGT_PLANET.PROJ.2HG00189770	transcript16119	0.12	0.09	0.09	0.16	0.05	0.03
HORVU.RGT_PLANET.PROJ.2HG00189780	transcript16120	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189790	transcript16121	0.09	0.00	0.13	0.13	0.00	0.08
HORVU.RGT_PLANET.PROJ.2HG00189800	transcript16122	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189810	transcript16123	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189820	transcript16124	0.02	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.2HG00189840	transcript16125	0.11	0.17	0.09	0.07	0.02	0.05
